Sleep_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Screen_Time_Before_Bed,Morning_Mood,Work_Productivity_Score,Error_Rate,Energy_Level
6.8,8,212.0,44.0,Good,80,1.98,10
6.5,7,93.0,59.0,Neutral,74,5.08,9
6.7,9,277.0,2.0,Excellent,87,1.53,10
5.9,7,137.0,49.0,Neutral,64,8.23,8
6.5,8,240.0,28.0,Good,82,3.89,10
10.0,6,238.0,155.0,Neutral,61,11.62,8
5.6,6,62.0,130.0,Good,62,10.58,7
6.6,8,260.0,61.0,Good,68,6.61,9
6.4,7,197.0,88.0,Good,70,6.39,9
6.6,7,94.0,62.0,Good,77,6.49,9
6.5,7,183.0,1.0,Good,69,8.9,9
7.4,9,34.0,73.0,Good,89,4.11,10
4.4,6,212.0,12.0,Bad,65,4.93,7
8.6,9,296.0,69.0,Excellent,90,4.4,10
7.9,10,368.0,1.0,Excellent,89,3.54,9
5.1,7,253.0,22.0,Neutral,71,7.5,9
3.6,5,386.0,44.0,Neutral,53,11.26,7
5.5,7,94.0,24.0,Good,71,6.87,8
6.6,7,517.0,71.0,Good,52,11.88,6
10.0,7,21.0,44.0,Good,65,8.9,8
7.8,8,296.0,193.0,Good,82,5.9,10
4.3,5,214.0,27.0,Neutral,59,9.97,8
6.0,8,183.0,77.0,Neutral,88,5.54,10
6.9,8,145.0,108.0,Good,80,2.87,9
7.4,9,192.0,18.0,Excellent,86,4.39,10
5.0,6,263.0,84.0,Good,72,4.59,9
6.8,8,247.0,30.0,Excellent,74,10.48,9
5.9,7,50.0,8.0,Good,65,12.24,8
5.3,7,301.0,0.0,Good,70,8.1,9
7.4,8,57.0,82.0,Good,77,4.23,9
8.2,9,120.0,12.0,Good,81,4.21,10
8.3,10,104.0,3.0,Excellent,85,4.63,10
7.9,9,152.0,41.0,Excellent,83,4.45,10
6.3,8,252.0,26.0,Excellent,93,4.49,10
8.1,10,393.0,71.0,Good,82,3.61,10
7.5,9,179.0,7.0,Good,93,0.0,10
7.2,9,298.0,9.0,Good,88,5.25,10
6.1,7,347.0,31.0,Neutral,70,7.04,8
6.3,7,58.0,44.0,Neutral,75,6.0,9
7.1,8,134.0,104.0,Good,78,6.42,9
10.0,7,175.0,53.0,Neutral,72,8.79,9
7.5,7,55.0,140.0,Good,60,9.35,7
6.1,7,157.0,15.0,Bad,62,10.94,8
5.8,7,136.0,54.0,Neutral,70,9.85,9
6.3,8,54.0,64.0,Excellent,73,7.58,8
10.0,7,126.0,78.0,Neutral,70,5.84,8
6.4,5,33.0,240.0,Neutral,42,10.88,6
8.4,9,441.0,38.0,Excellent,86,2.83,10
6.4,9,23.0,28.0,Good,87,5.98,9
7.4,9,159.0,115.0,Good,86,5.69,10
8.2,10,146.0,12.0,Excellent,92,1.61,10
6.1,6,65.0,2.0,Neutral,60,9.95,7
6.0,8,88.0,35.0,Excellent,83,4.2,10
9.5,7,464.0,17.0,Good,71,7.5,8
8.5,9,57.0,30.0,Excellent,76,7.22,9
8.2,7,4.0,240.0,Good,74,2.54,9
8.2,9,226.0,26.0,Excellent,83,6.75,10
7.7,9,203.0,74.0,Good,82,4.58,10
10.0,8,38.0,17.0,Good,81,7.45,9
7.1,7,172.0,22.0,Neutral,70,9.65,9
7.9,9,165.0,17.0,Excellent,85,3.35,10
4.8,6,138.0,51.0,Good,60,10.72,8
5.8,6,510.0,15.0,Neutral,61,5.7,7
5.2,5,127.0,76.0,Neutral,56,16.42,6
8.9,8,311.0,68.0,Neutral,82,3.37,10
3.2,5,396.0,33.0,Bad,45,10.07,6
6.4,8,271.0,2.0,Good,74,3.53,10
2.5,4,153.0,1.0,Neutral,43,13.91,6
5.8,7,340.0,46.0,Neutral,76,8.68,9
6.3,7,50.0,110.0,Neutral,73,6.73,9
9.1,9,164.0,55.0,Good,79,0.91,9
7.6,9,92.0,34.0,Neutral,80,3.52,10
5.8,6,23.0,128.0,Neutral,60,10.84,7
8.6,9,106.0,13.0,Good,76,3.94,8
7.0,9,115.0,27.0,Excellent,87,2.43,10
7.1,9,22.0,50.0,Excellent,83,6.79,9
5.2,6,24.0,21.0,Neutral,61,10.35,8
5.5,4,81.0,240.0,Bad,45,14.27,5
5.8,7,86.0,36.0,Neutral,65,8.0,8
7.1,9,413.0,3.0,Excellent,77,5.65,10
7.1,9,289.0,12.0,Good,76,4.49,9
9.3,8,202.0,46.0,Good,73,5.03,9
7.6,8,512.0,48.0,Good,69,5.54,7
2.9,1,179.0,240.0,Very Bad,17,20.29,3
7.4,9,75.0,55.0,Excellent,83,3.85,10
4.8,5,51.0,66.0,Bad,51,10.23,6
5.6,7,212.0,14.0,Good,74,8.83,8
5.8,7,155.0,7.0,Neutral,51,9.66,6
6.0,8,230.0,55.0,Good,79,6.27,9
4.9,4,88.0,120.0,Bad,30,18.13,3
7.3,10,268.0,53.0,Excellent,85,0.02,10
4.9,7,370.0,35.0,Neutral,65,5.28,9
7.5,9,208.0,52.0,Good,94,0.0,10
10.0,8,197.0,38.0,Good,76,7.88,8
5.0,7,101.0,9.0,Neutral,78,8.81,8
6.6,7,198.0,81.0,Neutral,71,7.94,9
3.2,4,143.0,46.0,Bad,47,12.85,6
6.5,8,242.0,31.0,Neutral,73,2.1,9
8.0,10,86.0,49.0,Excellent,91,0.0,10
8.1,10,202.0,17.0,Excellent,92,0.92,10
7.1,8,90.0,34.0,Neutral,78,9.56,9
8.3,9,48.0,58.0,Good,85,3.93,9
10.0,7,225.0,15.0,Neutral,72,2.36,10
9.6,8,38.0,83.0,Good,79,6.25,10
6.2,7,227.0,44.0,Neutral,73,7.82,8
4.8,5,178.0,119.0,Bad,44,13.05,6
6.4,7,91.0,113.0,Neutral,65,7.75,8
5.6,7,214.0,41.0,Neutral,84,3.45,9
7.7,9,119.0,13.0,Excellent,85,2.5,10
5.2,6,89.0,80.0,Neutral,55,11.52,7
6.9,8,303.0,33.0,Good,94,2.7,9
8.3,9,297.0,54.0,Excellent,84,6.37,10
6.8,9,217.0,7.0,Good,83,6.81,10
5.6,6,317.0,60.0,Neutral,77,5.24,7
8.8,9,63.0,28.0,Excellent,82,10.06,9
4.2,5,246.0,24.0,Bad,62,12.99,7
6.5,6,382.0,234.0,Bad,65,9.7,8
6.9,8,312.0,34.0,Neutral,82,3.07,10
7.0,7,143.0,68.0,Neutral,77,12.76,9
7.3,8,100.0,59.0,Good,72,2.92,9
7.9,9,74.0,7.0,Neutral,75,6.01,8
6.9,7,86.0,83.0,Good,59,10.03,8
6.4,8,100.0,23.0,Excellent,84,0.8,10
6.4,6,136.0,96.0,Neutral,66,9.21,7
6.1,6,185.0,56.0,Neutral,66,8.06,8
8.2,10,348.0,23.0,Excellent,100,0.0,10
6.0,7,136.0,26.0,Neutral,69,7.38,8
8.3,7,600.0,79.0,Good,62,5.51,7
7.0,9,178.0,48.0,Excellent,88,0.74,10
6.2,7,175.0,66.0,Good,66,11.33,8
7.9,9,227.0,10.0,Excellent,88,5.38,10
5.9,7,371.0,93.0,Neutral,72,6.02,9
8.0,10,447.0,23.0,Neutral,81,3.31,10
7.3,8,587.0,58.0,Excellent,74,6.86,10
6.1,8,60.0,7.0,Neutral,74,11.54,8
7.8,10,130.0,23.0,Excellent,90,1.22,10
7.8,9,254.0,63.0,Good,93,1.15,10
8.7,9,148.0,19.0,Good,84,3.24,10
8.4,9,268.0,127.0,Excellent,85,6.02,10
7.7,9,113.0,65.0,Excellent,86,3.31,10
5.3,5,456.0,123.0,Bad,58,10.43,7
10.0,7,460.0,30.0,Good,70,6.81,7
4.9,6,347.0,2.0,Neutral,65,10.05,8
8.4,9,74.0,52.0,Excellent,81,3.92,10
7.6,8,141.0,25.0,Good,78,1.81,10
5.2,7,72.0,36.0,Neutral,71,8.62,8
6.8,8,458.0,69.0,Good,71,7.99,9
6.9,8,244.0,72.0,Excellent,83,4.65,10
9.0,8,160.0,2.0,Good,77,4.59,10
5.9,7,53.0,88.0,Good,58,9.22,7
6.6,8,193.0,41.0,Excellent,79,4.81,9
3.5,4,72.0,49.0,Neutral,50,15.31,7
9.6,8,348.0,21.0,Good,72,8.13,10
5.4,7,184.0,33.0,Neutral,72,3.54,9
7.5,8,227.0,74.0,Good,72,6.44,9
6.8,6,556.0,90.0,Neutral,51,11.04,6
6.9,8,487.0,29.0,Good,70,8.81,9
8.2,7,21.0,70.0,Neutral,68,7.71,8
9.5,8,302.0,18.0,Good,80,8.41,9
7.4,8,36.0,107.0,Good,67,8.29,8
8.0,9,144.0,56.0,Good,90,0.0,10
7.5,9,46.0,90.0,Good,81,3.44,9
8.5,8,127.0,39.0,Good,81,2.27,9
6.3,8,141.0,16.0,Good,78,7.95,9
8.6,9,237.0,34.0,Excellent,87,1.47,10
8.7,9,253.0,29.0,Excellent,88,0.88,10
8.6,10,106.0,24.0,Excellent,89,0.0,10
6.0,7,71.0,14.0,Good,71,8.18,8
6.7,8,7.0,85.0,Good,78,5.1,10
7.4,8,168.0,5.0,Good,79,6.34,9
4.9,4,70.0,131.0,Bad,43,11.24,6
9.4,9,115.0,12.0,Good,79,4.69,10
7.0,6,119.0,234.0,Neutral,64,12.72,7
7.4,7,217.0,240.0,Neutral,75,5.82,9
6.1,8,104.0,30.0,Good,56,10.19,7
5.0,5,259.0,240.0,Very Bad,60,15.58,7
6.1,6,245.0,122.0,Good,69,7.38,9
7.3,9,245.0,5.0,Excellent,86,4.75,10
8.0,8,257.0,177.0,Good,86,4.2,9
7.2,9,172.0,3.0,Good,84,6.17,10
7.5,10,87.0,12.0,Excellent,89,0.37,10
6.5,7,170.0,53.0,Good,70,6.68,9
7.7,9,123.0,5.0,Neutral,99,3.97,10
9.2,9,254.0,11.0,Excellent,86,4.28,10
8.1,9,44.0,184.0,Good,92,1.15,10
8.2,8,161.0,240.0,Neutral,79,4.41,8
7.4,8,43.0,96.0,Neutral,63,7.9,7
4.7,5,494.0,43.0,Bad,55,11.9,6
5.4,6,27.0,138.0,Neutral,47,11.5,5
7.7,8,67.0,7.0,Excellent,76,9.43,9
7.0,8,69.0,172.0,Good,78,6.66,10
7.7,10,228.0,26.0,Excellent,90,1.94,10
9.5,7,254.0,119.0,Good,72,6.32,9
8.1,9,341.0,66.0,Excellent,90,4.12,10
8.9,7,214.0,194.0,Good,65,10.95,8
7.1,9,214.0,120.0,Good,81,5.05,10
5.8,5,394.0,131.0,Bad,58,12.46,7
6.9,8,23.0,60.0,Neutral,82,3.11,9
5.8,6,452.0,107.0,Neutral,68,6.26,8
9.3,8,10.0,85.0,Excellent,77,6.34,8
8.2,9,539.0,11.0,Good,76,6.01,8
7.8,9,29.0,63.0,Excellent,66,8.15,8
8.9,8,194.0,10.0,Good,69,8.16,9
4.0,4,165.0,122.0,Neutral,55,9.24,7
7.9,10,213.0,4.0,Excellent,89,2.36,10
5.0,5,74.0,240.0,Neutral,51,15.26,7
7.0,9,183.0,31.0,Excellent,89,3.76,10
6.5,8,196.0,11.0,Good,89,3.45,10
8.0,9,230.0,165.0,Neutral,88,5.63,10
7.3,9,103.0,3.0,Excellent,90,1.85,9
9.0,8,137.0,38.0,Good,67,6.7,8
6.1,6,469.0,88.0,Neutral,67,7.23,7
8.1,9,195.0,23.0,Good,79,5.5,10
7.2,9,311.0,45.0,Excellent,75,6.62,10
4.5,6,337.0,72.0,Neutral,61,11.42,8
5.6,6,271.0,182.0,Neutral,64,10.87,8
6.8,8,348.0,7.0,Excellent,87,3.4,10
8.7,9,546.0,10.0,Good,80,5.46,8
7.7,9,42.0,43.0,Good,85,2.33,10
5.2,5,210.0,33.0,Neutral,51,12.74,6
6.8,9,155.0,32.0,Excellent,90,2.55,10
10.0,8,289.0,21.0,Good,76,4.06,9
7.2,9,157.0,49.0,Good,90,2.21,10
6.5,7,25.0,129.0,Neutral,62,7.26,8
7.7,10,154.0,11.0,Good,94,0.0,10
8.1,8,95.0,15.0,Good,77,5.18,9
6.3,8,166.0,67.0,Excellent,79,3.63,9
7.8,9,22.0,3.0,Good,81,4.53,8
6.5,8,76.0,67.0,Good,76,6.1,9
8.1,10,131.0,23.0,Excellent,97,0.0,10
7.3,9,113.0,27.0,Excellent,84,5.54,10
7.7,9,71.0,31.0,Excellent,88,3.03,10
5.9,8,95.0,26.0,Neutral,69,4.1,9
5.8,6,308.0,110.0,Neutral,48,10.2,7
8.4,8,61.0,175.0,Good,85,7.98,10
6.9,9,158.0,48.0,Excellent,90,2.34,10
7.4,9,215.0,52.0,Good,74,6.09,9
6.5,8,187.0,4.0,Excellent,65,5.08,9
8.3,8,96.0,75.0,Good,79,9.89,9
6.1,7,125.0,53.0,Neutral,72,5.87,9
6.8,7,515.0,3.0,Neutral,66,11.73,8
8.2,9,348.0,13.0,Good,86,3.62,10
8.8,9,317.0,14.0,Good,89,4.31,10
6.2,8,194.0,11.0,Good,87,4.67,10
9.9,7,91.0,64.0,Good,57,10.24,6
7.5,9,72.0,158.0,Good,84,3.11,9
5.4,5,44.0,86.0,Neutral,53,11.39,5
7.6,10,202.0,39.0,Excellent,89,1.82,10
6.4,8,20.0,31.0,Good,67,10.76,8
7.7,8,204.0,29.0,Neutral,76,3.71,9
6.9,8,104.0,55.0,Good,76,5.44,9
7.1,9,250.0,27.0,Excellent,86,5.37,10
5.6,7,331.0,15.0,Neutral,81,6.68,9
8.5,8,37.0,55.0,Good,77,6.19,8
5.3,6,86.0,30.0,Neutral,44,11.72,6
5.3,6,600.0,1.0,Neutral,53,10.14,7
7.6,9,105.0,1.0,Excellent,86,4.07,10
9.4,8,127.0,19.0,Good,84,4.14,10
6.5,7,15.0,43.0,Neutral,66,6.43,7
8.1,10,282.0,26.0,Excellent,98,0.0,10
8.6,9,147.0,1.0,Good,89,2.8,10
8.2,9,275.0,15.0,Excellent,87,2.83,9
6.5,8,228.0,6.0,Good,84,4.27,10
5.4,6,65.0,178.0,Good,56,11.22,6
3.7,6,127.0,23.0,Neutral,63,9.92,7
6.6,9,88.0,1.0,Excellent,79,3.33,9
8.8,7,145.0,65.0,Good,64,8.78,8
5.3,7,93.0,16.0,Good,69,10.86,8
8.1,9,341.0,50.0,Excellent,90,1.66,10
5.6,5,600.0,10.0,Bad,54,12.41,6
7.2,7,220.0,240.0,Excellent,73,7.75,9
8.1,7,469.0,211.0,Neutral,73,6.85,8
6.0,7,205.0,64.0,Good,75,11.09,9
7.3,9,226.0,74.0,Excellent,81,4.0,10
6.4,8,195.0,33.0,Neutral,75,7.39,8
8.1,8,332.0,196.0,Excellent,77,4.57,9
7.4,9,192.0,33.0,Excellent,91,1.28,10
7.1,9,204.0,16.0,Excellent,88,4.04,10
9.3,9,120.0,7.0,Good,88,0.48,10
8.0,10,73.0,14.0,Excellent,86,4.33,10
6.0,7,158.0,51.0,Neutral,73,9.45,9
6.9,8,116.0,17.0,Good,93,4.55,10
6.9,9,127.0,64.0,Good,75,5.34,10
7.1,8,306.0,29.0,Good,76,6.32,10
10.0,5,365.0,131.0,Neutral,54,10.39,8
7.6,7,600.0,49.0,Good,56,13.96,6
3.9,6,23.0,58.0,Neutral,55,13.63,6
6.2,5,600.0,49.0,Neutral,41,11.95,5
4.1,4,126.0,130.0,Bad,47,17.66,6
6.5,8,37.0,4.0,Excellent,77,8.75,9
4.0,5,173.0,4.0,Neutral,51,10.16,7
5.7,7,85.0,73.0,Bad,60,11.61,8
4.7,6,233.0,88.0,Neutral,67,8.67,9
7.6,9,83.0,34.0,Good,89,3.47,10
7.0,9,78.0,26.0,Excellent,89,3.77,10
7.5,9,216.0,20.0,Good,79,6.11,10
6.8,8,60.0,16.0,Good,83,3.81,9
4.9,5,364.0,146.0,Bad,48,8.91,7
7.8,10,99.0,21.0,Excellent,95,3.53,10
9.9,7,84.0,63.0,Neutral,76,5.25,8
7.6,8,220.0,93.0,Good,75,6.14,9
6.4,9,112.0,1.0,Excellent,88,2.94,10
4.9,6,213.0,2.0,Neutral,61,11.1,8
5.6,6,221.0,24.0,Bad,58,9.67,8
7.7,10,412.0,71.0,Excellent,89,0.65,10
8.6,9,368.0,18.0,Excellent,85,1.95,10
7.4,9,264.0,0.0,Good,84,2.3,10
8.2,9,275.0,20.0,Good,83,1.46,10
8.1,9,237.0,6.0,Good,79,5.09,9
7.8,9,209.0,15.0,Excellent,87,0.0,10
6.0,7,352.0,24.0,Neutral,74,2.13,9
7.3,9,308.0,8.0,Excellent,95,2.18,10
5.7,6,354.0,74.0,Neutral,61,7.84,7
7.0,9,113.0,18.0,Excellent,90,4.1,10
7.5,9,187.0,65.0,Excellent,88,5.76,9
9.5,8,372.0,55.0,Good,85,0.63,10
5.0,5,181.0,137.0,Neutral,56,12.96,7
7.7,9,600.0,6.0,Good,74,6.86,9
9.2,9,87.0,14.0,Excellent,79,5.75,9
8.1,8,526.0,120.0,Good,69,6.54,8
8.2,8,191.0,104.0,Good,80,5.04,9
7.9,9,90.0,13.0,Good,96,1.76,10
8.9,9,166.0,7.0,Good,84,3.34,10
5.4,5,531.0,116.0,Neutral,44,13.9,6
4.9,6,199.0,12.0,Neutral,76,4.96,9
7.0,9,396.0,123.0,Good,84,6.04,10
3.8,2,87.0,195.0,Very Bad,21,19.44,4
8.8,9,34.0,15.0,Excellent,81,5.34,10
8.8,8,332.0,110.0,Good,82,3.61,10
6.3,8,246.0,33.0,Neutral,74,4.33,8
6.4,6,62.0,93.0,Neutral,63,11.19,7
6.9,8,270.0,31.0,Good,83,4.95,10
7.1,9,134.0,4.0,Good,72,4.25,10
7.2,8,210.0,75.0,Good,90,0.0,9
7.8,10,307.0,10.0,Excellent,88,2.1,10
6.7,7,262.0,157.0,Good,71,4.69,9
8.4,9,40.0,32.0,Excellent,85,4.03,9
7.7,10,466.0,5.0,Excellent,94,0.25,10
6.1,8,505.0,16.0,Excellent,77,5.88,8
9.0,8,246.0,119.0,Neutral,75,1.23,9
5.0,6,107.0,23.0,Bad,57,9.53,7
6.9,7,412.0,116.0,Good,62,7.38,7
8.5,9,308.0,11.0,Excellent,87,2.08,10
5.9,7,118.0,38.0,Neutral,72,5.92,9
7.5,8,137.0,126.0,Good,84,3.23,9
7.8,10,122.0,3.0,Excellent,79,3.88,10
5.7,7,87.0,22.0,Good,77,6.19,8
6.9,7,73.0,144.0,Good,78,6.01,9
6.8,8,48.0,54.0,Neutral,80,3.99,9
6.2,7,206.0,76.0,Neutral,74,7.34,9
10.0,7,44.0,111.0,Good,59,13.37,8
5.9,7,387.0,44.0,Neutral,75,2.08,9
8.5,9,220.0,112.0,Excellent,81,3.54,10
6.4,8,66.0,61.0,Good,75,6.23,9
5.4,6,341.0,69.0,Neutral,48,9.96,7
7.2,9,196.0,10.0,Excellent,86,3.52,10
8.0,9,342.0,168.0,Excellent,85,3.5,9
8.4,8,279.0,95.0,Excellent,81,4.94,10
9.3,8,305.0,18.0,Good,83,3.24,10
10.0,7,273.0,52.0,Good,78,5.85,9
7.4,8,112.0,28.0,Good,75,7.76,9
6.0,7,27.0,65.0,Neutral,52,10.28,7
7.7,8,57.0,240.0,Good,76,7.54,9
6.6,8,157.0,3.0,Good,68,6.48,9
8.4,8,144.0,183.0,Good,87,2.8,10
5.1,7,252.0,5.0,Excellent,68,7.41,8
10.0,7,127.0,37.0,Good,66,8.4,8
8.3,8,16.0,39.0,Neutral,71,7.47,8
4.5,5,528.0,19.0,Neutral,46,13.47,5
5.9,7,46.0,50.0,Good,75,6.39,8
8.2,8,172.0,108.0,Excellent,78,5.01,9
8.8,9,80.0,21.0,Good,79,3.43,9
5.1,6,600.0,4.0,Neutral,66,7.76,8
8.1,9,326.0,60.0,Excellent,88,2.13,10
4.1,5,215.0,84.0,Bad,59,6.37,7
6.9,7,120.0,185.0,Good,61,8.58,7
8.7,10,226.0,10.0,Excellent,85,3.68,10
6.2,6,214.0,139.0,Neutral,57,8.87,7
4.7,6,202.0,39.0,Neutral,74,6.29,9
7.2,10,58.0,16.0,Excellent,91,3.82,10
6.1,7,227.0,197.0,Neutral,71,6.5,9
7.9,10,275.0,16.0,Excellent,89,2.38,10
5.7,7,371.0,79.0,Excellent,82,2.12,9
5.8,7,228.0,92.0,Good,64,8.23,8
4.0,4,240.0,34.0,Bad,49,10.21,7
7.3,8,119.0,70.0,Good,79,6.48,8
6.8,8,347.0,51.0,Good,77,7.73,10
5.2,6,346.0,13.0,Good,60,9.88,9
7.3,8,43.0,86.0,Good,67,6.01,8
8.5,8,38.0,158.0,Neutral,76,7.07,9
6.7,9,356.0,40.0,Good,83,1.43,10
7.4,7,78.0,240.0,Neutral,69,6.95,8
7.4,9,204.0,34.0,Excellent,89,0.0,10
5.2,7,105.0,39.0,Neutral,73,4.37,8
10.0,7,257.0,67.0,Good,68,8.57,8
6.3,8,211.0,12.0,Good,79,4.54,9
8.0,9,135.0,139.0,Excellent,77,6.21,8
8.2,8,183.0,97.0,Good,82,6.89,9
6.8,7,39.0,124.0,Neutral,72,7.78,8
7.9,9,78.0,56.0,Excellent,84,0.0,10
7.4,8,352.0,129.0,Good,79,8.42,9
4.9,5,8.0,68.0,Very Bad,48,12.59,6
6.5,9,339.0,43.0,Good,78,4.3,10
6.1,5,116.0,161.0,Neutral,54,10.89,6
6.3,7,29.0,35.0,Bad,76,6.42,9
5.0,6,170.0,42.0,Neutral,69,3.11,9
8.7,10,163.0,11.0,Excellent,84,4.76,10
9.4,6,14.0,177.0,Neutral,56,14.14,6
8.5,10,402.0,15.0,Excellent,97,1.78,10
8.9,9,271.0,13.0,Excellent,81,5.68,10
6.5,9,222.0,6.0,Excellent,81,4.06,10
6.0,8,164.0,36.0,Neutral,88,4.85,10
5.8,7,197.0,19.0,Neutral,76,5.23,7
8.0,8,270.0,81.0,Excellent,76,5.67,10
7.3,9,289.0,22.0,Good,79,6.05,10
6.9,8,161.0,77.0,Good,68,9.11,9
8.9,8,97.0,13.0,Good,74,4.8,8
7.6,9,55.0,16.0,Good,86,2.27,9
5.7,7,118.0,98.0,Neutral,68,8.86,8
6.0,8,253.0,28.0,Good,86,0.0,10
8.0,10,319.0,7.0,Excellent,81,4.57,10
8.6,6,600.0,195.0,Neutral,47,12.91,6
7.8,9,454.0,12.0,Good,90,2.12,10
9.8,7,39.0,10.0,Good,71,10.12,7
9.5,8,221.0,27.0,Good,84,2.45,9
7.7,9,150.0,6.0,Good,85,6.06,10
5.7,7,65.0,10.0,Neutral,54,6.91,7
5.0,6,113.0,112.0,Bad,54,8.88,6
6.4,7,90.0,11.0,Good,61,12.81,8
8.1,8,478.0,7.0,Good,69,5.95,8
9.7,6,120.0,127.0,Neutral,69,7.6,8
7.6,9,128.0,35.0,Excellent,95,2.11,10
8.8,9,95.0,10.0,Excellent,81,3.26,9
6.6,7,229.0,52.0,Good,52,10.05,7
7.9,9,73.0,3.0,Good,90,2.27,10
8.2,9,179.0,33.0,Good,87,1.9,10
4.0,5,343.0,54.0,Neutral,63,7.25,7
6.4,6,63.0,189.0,Good,61,12.02,7
8.4,10,367.0,24.0,Excellent,94,2.42,10
7.4,9,359.0,87.0,Good,91,3.14,9
5.2,7,115.0,9.0,Good,70,8.29,9
3.4,3,27.0,34.0,Bad,37,11.05,4
6.5,8,162.0,15.0,Excellent,75,5.38,9
6.9,9,164.0,41.0,Good,91,0.0,10
5.7,8,190.0,32.0,Excellent,84,1.31,10
7.2,6,283.0,234.0,Neutral,66,11.94,8
7.8,9,262.0,150.0,Good,75,5.59,10
8.0,9,114.0,52.0,Excellent,78,5.43,9
3.5,4,374.0,12.0,Bad,40,14.35,6
5.0,5,529.0,49.0,Bad,42,14.07,6
6.5,7,197.0,94.0,Neutral,71,5.3,9
7.9,9,251.0,2.0,Excellent,93,0.0,10
7.7,10,17.0,34.0,Excellent,86,0.0,10
7.7,9,205.0,3.0,Good,89,4.66,10
6.4,7,174.0,17.0,Neutral,73,3.77,9
6.5,8,234.0,6.0,Good,77,5.52,10
5.9,4,522.0,194.0,Bad,49,13.98,5
8.2,10,266.0,11.0,Good,89,1.48,10
5.6,6,524.0,10.0,Neutral,41,13.68,5
8.3,7,52.0,215.0,Neutral,68,10.49,7
7.3,10,341.0,44.0,Excellent,95,1.28,10
6.9,7,430.0,85.0,Neutral,63,10.92,8
6.0,7,159.0,24.0,Good,79,5.33,9
5.0,6,283.0,46.0,Good,67,14.7,9
6.0,8,193.0,0.0,Good,76,5.29,8
6.5,8,232.0,32.0,Excellent,71,4.83,9
3.4,4,113.0,49.0,Bad,43,15.62,6
6.7,7,499.0,43.0,Neutral,64,6.33,8
8.4,10,175.0,31.0,Excellent,94,2.83,10
7.9,8,33.0,93.0,Good,71,6.29,8
6.3,8,108.0,42.0,Good,74,6.16,9
7.1,9,99.0,61.0,Excellent,81,5.59,9
6.2,8,178.0,12.0,Good,67,11.62,9
7.2,8,208.0,119.0,Good,76,7.31,10
9.3,8,181.0,27.0,Good,88,4.44,9
8.5,9,152.0,39.0,Good,77,5.82,9
7.8,10,140.0,26.0,Excellent,90,2.27,10
6.3,7,54.0,133.0,Neutral,68,4.94,8
8.1,9,103.0,139.0,Good,86,4.08,9
4.5,5,354.0,15.0,Neutral,60,7.9,7
6.6,8,259.0,84.0,Good,82,3.66,9
7.9,10,213.0,7.0,Good,87,0.34,10
8.1,9,129.0,2.0,Excellent,89,0.0,9
8.0,10,338.0,109.0,Excellent,95,1.71,10
7.4,10,355.0,8.0,Excellent,86,6.06,10
6.7,8,24.0,10.0,Neutral,71,8.41,8
7.8,9,404.0,56.0,Good,78,3.28,10
5.6,6,202.0,102.0,Good,58,11.37,7
5.7,8,360.0,13.0,Good,79,4.0,10
7.1,8,109.0,7.0,Excellent,75,4.78,9
7.3,9,74.0,5.0,Excellent,89,2.71,10
4.3,4,175.0,2.0,Bad,48,15.43,6
7.7,10,53.0,7.0,Excellent,87,3.8,10
8.2,9,49.0,172.0,Excellent,80,5.39,9
6.9,9,117.0,6.0,Excellent,68,4.88,9
10.0,7,167.0,55.0,Neutral,68,5.13,9
6.0,5,157.0,152.0,Neutral,56,10.29,8
6.5,8,130.0,59.0,Good,71,3.44,9
6.4,8,318.0,2.0,Good,72,4.15,9
6.9,8,105.0,54.0,Good,84,4.92,10
6.5,6,425.0,140.0,Neutral,68,11.77,9
4.9,6,484.0,23.0,Neutral,49,12.47,6
6.2,8,76.0,23.0,Good,79,4.57,9
6.9,9,18.0,17.0,Good,75,7.76,9
8.8,9,145.0,42.0,Good,72,6.05,9
10.0,8,195.0,16.0,Bad,67,3.38,9
9.0,8,335.0,77.0,Excellent,75,5.62,9
5.8,7,252.0,62.0,Good,79,6.91,9
6.0,7,273.0,31.0,Good,75,6.66,10
6.8,8,102.0,77.0,Neutral,86,6.06,10
9.7,8,134.0,6.0,Good,78,7.16,10
6.8,6,600.0,83.0,Bad,53,13.12,6
5.0,6,207.0,55.0,Neutral,67,6.45,8
6.2,7,174.0,60.0,Neutral,76,4.86,9
8.1,8,513.0,4.0,Good,70,7.01,9
8.0,9,247.0,58.0,Excellent,89,0.0,10
6.7,7,173.0,41.0,Good,72,10.35,9
8.0,8,162.0,40.0,Good,83,6.21,9
3.6,4,236.0,23.0,Bad,49,10.91,6
7.2,9,151.0,0.0,Good,94,0.0,10
8.3,9,141.0,33.0,Good,97,0.32,10
5.8,7,67.0,31.0,Good,71,6.67,8
5.7,7,208.0,33.0,Neutral,74,5.51,8
4.2,5,115.0,57.0,Very Bad,59,13.95,8
9.4,7,99.0,21.0,Neutral,70,7.51,8
5.9,6,214.0,19.0,Neutral,69,9.04,8
7.4,9,26.0,41.0,Good,86,2.6,9
7.9,9,338.0,54.0,Excellent,88,6.04,10
9.3,7,275.0,50.0,Good,76,5.21,9
6.8,7,339.0,128.0,Neutral,82,3.43,9
6.2,6,130.0,88.0,Neutral,57,9.07,7
7.3,9,93.0,3.0,Excellent,86,2.66,10
